"draw_id","Zone","Year","NMDS1","NMDS2"
6,"Buffer",2007,-0.0241552387054336,-0.0421535242113745
6,"Buffer",2008,-0.00559098698438355,-0.0339134509293927
6,"Buffer",2009,0.000921453571920299,-0.0227085562177227
6,"Buffer",2010,0.0106189479256254,-0.0143379450378048
6,"Buffer",2011,0.0113671425184051,-0.000532929642586152
6,"Buffer",2012,0.0213990784957371,0.0117336373527931
6,"Buffer",2013,0.0189852976571759,0.00815668916833625
6,"Buffer",2014,0.0362432628102002,0.015174623123996
6,"Buffer",2015,0.0215978190816201,0.0179639645690429
6,"Buffer",2016,0.0277312084080175,0.020509572282264
6,"Buffer",2017,0.0226294653448059,0.0213219162569469
6,"Buffer",2018,0.0457818911798878,0.0198787105428943
6,"Buffer",2019,0.0376805733704545,0.0197344055896493
6,"Buffer",2020,0.0407700226468626,0.0437156082308356
6,"Buffer",2021,0.0500180659271972,0.0668836626729459
6,"Buffer",2022,0.0891823160264016,0.127164511359561
6,"Buffer",2023,0.0780989349918646,0.154297256059453
6,"Outside",2000,0.0165079140106044,-0.140252497912273
6,"Outside",2001,0.0351366362533375,-0.122154466836078
6,"Outside",2002,0.0351871240088829,-0.103150956762263
6,"Outside",2003,0.0522805193095489,-0.104967733166189
6,"Outside",2004,0.0629520858130073,-0.0971079087616006
6,"Outside",2005,0.0649837129643451,-0.0889194691314407
6,"Outside",2006,0.0574790674352704,-0.0763973457225262
6,"Outside",2007,0.0676092598434781,-0.0712934943517831
6,"Outside",2008,0.0530029957730108,-0.0553331071674283
6,"Outside",2009,0.0756739879324107,-0.0511160338945785
6,"Outside",2010,0.0893909254056214,-0.0434204505063012
6,"Outside",2011,0.116392010563782,-0.0292287759737272
6,"Outside",2012,0.113475509858663,-0.014624104200748
6,"Outside",2013,0.121965522150549,-0.00829622462578405
6,"Outside",2014,0.135518195617655,-0.00993859356809193
6,"Outside",2015,0.138790816181197,0.00656802105008787
6,"Outside",2016,0.108583423675461,0.0222802885727538
6,"Outside",2017,0.134971153512371,0.0151198248213875
6,"Outside",2018,0.130657394618746,0.0309800986447361
6,"Outside",2019,0.134116839771499,0.022009440497245
6,"Outside",2020,0.148981074969728,0.019323722060785
6,"Outside",2021,0.138178505145067,0.0517126437762578
6,"Outside",2022,0.151764967408004,0.101424611732908
6,"Outside",2023,0.169592677819139,0.0852039257123386
7,"Core",2000,-0.168544298730436,-0.077669250990374
7,"Core",2001,-0.146521039536943,-0.0767371712155474
7,"Core",2002,-0.14391823824825,-0.0505626296859958
7,"Core",2003,-0.139572917643654,-0.0476813305142547
7,"Core",2004,-0.152944847771195,-0.0329925691844917
7,"Core",2005,-0.13451167023864,-0.0209811049388176
7,"Core",2006,-0.157424322819584,-0.0239524097111586
7,"Core",2007,-0.140380564576139,-0.0215260258163995
7,"Core",2008,-0.134512552764219,-0.0121482449732242
7,"Core",2009,-0.112892964021069,-0.00242425344607047
7,"Core",2010,-0.133062378369186,0.0329557896463896
7,"Core",2011,-0.117288075174667,0.0348082071118934
7,"Core",2012,-0.0993128457563153,0.0436468390619068
7,"Core",2013,-0.0896654338187202,0.0656521713313205
7,"Core",2014,-0.0906302933342682,0.0409877921493292
7,"Core",2015,-0.0763048586978958,0.0598603802519894
7,"Core",2016,-0.084284745038497,0.0817433032815675
7,"Core",2017,-0.0906876263830207,0.107242215183521
7,"Core",2018,-0.0698374968217845,0.118847478904727
7,"Core",2019,-0.0548154694923933,0.103499028447669
7,"Core",2020,-0.0497473031626243,0.0741838264125655
7,"Core",2021,-0.0606021348767607,0.100657930427956
7,"Core",2022,-0.0817709000528789,0.166916398440121
7,"Core",2023,-0.04870050410486,0.177201204071614
7,"Buffer",2000,-0.0488271158961627,-0.1141350247608
7,"Buffer",2001,-0.0366402973710355,-0.112037064592999
7,"Buffer",2002,-0.0419843657730662,-0.0900548997427541
7,"Buffer",2003,-0.0398570085975265,-0.0870471418774756
7,"Buffer",2004,-0.0353433293424261,-0.0736148862208434
7,"Buffer",2005,-0.0372079150904469,-0.0736054067867616
7,"Buffer",2006,-0.0231596649247818,-0.0550546493775506
7,"Buffer",2007,-0.0195681770109833,-0.0448836913991038
7,"Buffer",2008,-0.0112062584567292,-0.0418761108811774
7,"Buffer",2009,-0.00879072391283316,-0.0225931049051037
7,"Buffer",2010,0.00715653576016645,-0.010149530170456
7,"Buffer",2011,0.00692989747868404,-0.000191088550993694
7,"Buffer",2012,0.0298628311604,0.000444934845511662
7,"Buffer",2013,0.0193349200654995,0.0136716064307602
7,"Buffer",2014,0.0231724769181315,0.0225821317695289
7,"Buffer",2015,0.032024348160522,0.0209855072444949
7,"Buffer",2016,0.0214142207525379,0.0165312335841891
7,"Buffer",2017,0.0360329116904728,0.018061613792752
7,"Buffer",2018,0.0440090907425152,0.0133634264960183
7,"Buffer",2019,0.0412170499449266,0.0250141571824629
7,"Buffer",2020,0.0445806793640435,0.0418963856605777
7,"Buffer",2021,0.0538756287411258,0.0660502316915425
7,"Buffer",2022,0.087955203904475,0.113997952869596
7,"Buffer",2023,0.0804739290787697,0.140144319036988
7,"Outside",2000,0.0325337399377658,-0.140549086589716
7,"Outside",2001,0.0368068362510237,-0.118667307408383
7,"Outside",2002,0.0422381005054744,-0.098507724038205
7,"Outside",2003,0.0494493613391129,-0.101077314098105
7,"Outside",2004,0.0526999118247764,-0.0929155034558391
7,"Outside",2005,0.0501914834251102,-0.0783756254444898
7,"Outside",2006,0.0690326542168695,-0.0803099627798422
7,"Outside",2007,0.0594631317037136,-0.0677904848498455
7,"Outside",2008,0.0557291651187953,-0.0672891712374524
7,"Outside",2009,0.0838614895335021,-0.0472229669801207
7,"Outside",2010,0.0897628134099341,-0.0346776165477573
7,"Outside",2011,0.101140000528777,-0.0205949968505562
7,"Outside",2012,0.125219845384941,-0.00986982210807028
7,"Outside",2013,0.11875900077117,-0.00708239488810875
7,"Outside",2014,0.132154971627651,0.0149139445348569
7,"Outside",2015,0.121610842856868,0.0124812190111782
7,"Outside",2016,0.125647109287646,0.00940487080411442
7,"Outside",2017,0.125255444113419,0.0358990632525258
7,"Outside",2018,0.12561626145793,0.0272512859252534
7,"Outside",2019,0.156987081719512,0.0261311647326546
7,"Outside",2020,0.12107010810633,0.0217547067129296
7,"Outside",2021,0.142222663583126,0.0396045436616081
7,"Outside",2022,0.165989346781851,0.067205663176707
7,"Outside",2023,0.169037250562422,0.101255039880023
8,"Core",2000,-0.160498402266639,-0.0642829911567857
8,"Core",2001,-0.170816972442076,-0.0765514172351948
8,"Core",2002,-0.148189143495052,-0.0688196915805764
8,"Core",2003,-0.14883601622269,-0.0387426170566692
8,"Core",2004,-0.136037405286868,-0.0462214779206832
8,"Core",2005,-0.147975455402335,-0.0345881285284737
8,"Core",2006,-0.135851951209163,-0.0166189259992703
8,"Core",2007,-0.134799201097025,-0.0058793878160498
8,"Core",2008,-0.136509939140694,-0.00320396683175452
8,"Core",2009,-0.140979116216281,0.0297394040028563
8,"Core",2010,-0.129739758366215,0.0223812802251263
8,"Core",2011,-0.10152021485731,0.0386716126395436
8,"Core",2012,-0.102418721664632,0.0351170697573854
8,"Core",2013,-0.0985972021316061,0.0484111592147402
8,"Core",2014,-0.100212771012748,0.0693067376515893
8,"Core",2015,-0.0878617079210962,0.0616099483289332
8,"Core",2016,-0.0972214011263712,0.0885766855647502
8,"Core",2017,-0.0817835018756018,0.0918565581250998
8,"Core",2018,-0.0645602826600493,0.10962289050502
8,"Core",2019,-0.0612610691822804,0.0925024764008956
8,"Core",2020,-0.0621543613814281,0.081595077044361
8,"Core",2021,-0.0589204114924992,0.114369536592362
8,"Core",2022,-0.0786753486789892,0.152131832246646
8,"Core",2023,-0.0593007543563006,0.16725032386182
8,"Buffer",2000,-0.0435004125251274,-0.0971658856453869
8,"Buffer",2001,-0.0273093165863223,-0.0765213362041068
8,"Buffer",2002,-0.0340949082090994,-0.0850462309946859
8,"Buffer",2003,-0.0311751786328732,-0.0802165301374065
8,"Buffer",2004,-0.0374353792095073,-0.0779267494855625
8,"Buffer",2005,-0.033173870635911,-0.0674974040560251
8,"Buffer",2006,-0.0249610587349344,-0.065831972159625
8,"Buffer",2007,-0.00954655999265502,-0.0422422549144525
8,"Buffer",2008,-0.00825190381741736,-0.0311857862728273
8,"Buffer",2009,-0.00175302994649872,-0.0201580546112284
8,"Buffer",2010,0.0144453278647325,-0.0107153043156597
8,"Buffer",2011,0.00401060393791682,0.00361149984027682
8,"Buffer",2012,0.0271996288680913,0.00962094243838279
8,"Buffer",2013,0.0320737370508293,0.00626844714552586
8,"Buffer",2014,0.0159321959374452,0.00165058960163273
8,"Buffer",2015,0.0262358609197026,0.0204608773111801
8,"Buffer",2016,0.0364113557388645,0.0186088159344398
8,"Buffer",2017,0.0247169998830565,0.017602462724038
8,"Buffer",2018,0.0406113892246629,0.0156705150427238
8,"Buffer",2019,0.0401925635566007,0.0259137917529813
8,"Buffer",2020,0.0479859377622748,0.0407383375968987
8,"Buffer",2021,0.0594343256284956,0.062558199364195
8,"Buffer",2022,0.0791113948060269,0.119450272455916
8,"Buffer",2023,0.064503318740691,0.136216161754931
8,"Outside",2000,0.0153685229998196,-0.125110232686919
8,"Outside",2001,0.0409471147104847,-0.124699347546713
8,"Outside",2002,0.0464554082480684,-0.107404065378264
8,"Outside",2003,0.047357965166448,-0.11708228324724
8,"Outside",2004,0.0547876912555773,-0.0992037147365071
8,"Outside",2005,0.0485076520109615,-0.0854084451112438
8,"Outside",2006,0.0643032696446749,-0.0864291802857977
8,"Outside",2007,0.0662399733391045,-0.073948908394604
8,"Outside",2008,0.0744714410438276,-0.0807895605320711
8,"Outside",2009,0.0773227693552806,-0.0541869901422629
8,"Outside",2010,0.087845010962065,-0.0417024117303702
8,"Outside",2011,0.118278431859956,-0.018803492069849
8,"Outside",2012,0.11750442505432,-0.0115753288621996
8,"Outside",2013,0.123795728339235,-0.00916994303715838
8,"Outside",2014,0.141294635970793,0.010581067618302
8,"Outside",2015,0.127614524280985,0.0240134499371602
8,"Outside",2016,0.117403087963612,0.0230880336464877
8,"Outside",2017,0.10634030448919,0.0226277394258376
8,"Outside",2018,0.14535319650166,0.0179672119220476
8,"Outside",2019,0.127569436092312,0.0295209390035704
8,"Outside",2020,0.146412207796294,0.0284865930788513
8,"Outside",2021,0.155123639074941,0.0366079977363498
8,"Outside",2022,0.167597597588193,0.072553658840186
8,"Outside",2023,0.165164054109103,0.0979698203505809
9,"Core",2000,-0.175521177679401,-0.0675667815910078
9,"Core",2001,-0.161653687167464,-0.0661157995803168
9,"Core",2002,-0.154494030766055,-0.0490751847434725
9,"Core",2003,-0.131061383479486,-0.0464146874163525
9,"Core",2004,-0.141465940784108,-0.0491651150042507
9,"Core",2005,-0.137015413055192,-0.0328832168873398
9,"Core",2006,-0.140478588653208,-0.00892160792880995
9,"Core",2007,-0.140219007521615,-0.0144515926082035
9,"Core",2008,-0.151070227449038,-0.00264592544138479
9,"Core",2009,-0.13570158969883,0.0291406739657471
9,"Core",2010,-0.153284264147577,0.0216874618220186
9,"Core",2011,-0.115471836433197,0.0286677520711268
9,"Core",2012,-0.115453348402243,0.0522186667375465
9,"Core",2013,-0.0908626010465317,0.0586176173902915
9,"Core",2014,-0.101308887180257,0.071258680877207
9,"Core",2015,-0.081707642156775,0.0506189438602443
9,"Core",2016,-0.0830073813145271,0.0749856270056013
9,"Core",2017,-0.0753768433129806,0.0797810341615261
9,"Core",2018,-0.0698248083777678,0.0853092641701174
9,"Core",2019,-0.0641204972753995,0.07006585769098
9,"Core",2020,-0.0550098658789464,0.0903911578607921
9,"Core",2021,-0.0693348188804372,0.102473427836967
9,"Core",2022,-0.0654284648908581,0.139742596796602
9,"Core",2023,-0.0793391573162961,0.184922343103017
9,"Buffer",2000,-0.0517469610291542,-0.102253945823888
9,"Buffer",2001,-0.0427034377433045,-0.100442649072643
9,"Buffer",2002,-0.0345647408244036,-0.0822729064909172
9,"Buffer",2003,-0.0336558573752407,-0.068322986073185
9,"Buffer",2004,-0.0293983851125678,-0.0588050161673083
9,"Buffer",2005,-0.0304681571325508,-0.0734195714041003
9,"Buffer",2006,-0.0272442866431632,-0.0592672174019141
9,"Buffer",2007,-0.0216647837673183,-0.0448965944193641
9,"Buffer",2008,-0.00941212782513428,-0.0320144848986938
9,"Buffer",2009,0.0009452232855149,-0.0194389598413814
9,"Buffer",2010,0.0124010506812256,-0.0105963963966936
