"Zone","bray_median","bray_low","bray_high","pct_median","pct_low","pct_high"
"Core",0.40625270570672,0.378770272431942,0.435060737735297,40.625270570672,37.8770272431942,43.5060737735297
"Buffer",0.404488010795369,0.381067450396947,0.430285504633623,40.4488010795369,38.1067450396947,43.0285504633624
"Outside",0.405770861780769,0.384175915290121,0.431366457599121,40.5770861780769,38.4175915290121,43.1366457599121
