"Zone","Year","draw_id","delta"
"Buffer",2002,12,0.0199315913398428
"Buffer",2003,12,0.00418367332032065
"Buffer",2004,12,0.00767884724698004
"Buffer",2005,12,0.00230191703735755
"Buffer",2006,12,0.0133163566693334
"Buffer",2007,12,0.0256455414886216
"Buffer",2008,12,0.00921442280408367
"Buffer",2009,12,0.0308490357032269
"Buffer",2010,12,0.00635801096020912
"Buffer",2011,12,0.0164508363816098
"Buffer",2012,12,0.0190301888892999
"Buffer",2013,12,0.00769007610581973
"Buffer",2014,12,0.00948669015757585
"Buffer",2015,12,0.0213809515500051
"Buffer",2016,12,0.0161114500285834
"Buffer",2017,12,0.00489595769963994
"Buffer",2018,12,0.0100827070995719
"Buffer",2019,12,0.00924500407238015
"Buffer",2020,12,0.0238962107519706
"Buffer",2021,12,0.0192409451459561
"Buffer",2022,12,0.0528161731885045
"Buffer",2023,12,0.0254473541539111
"Outside",2001,12,0.0254346913967671
"Outside",2002,12,0.0396964999983534
"Outside",2003,12,0.0249930338992209
"Outside",2004,12,0.0277167315484873
"Outside",2005,12,0.00189348902598167
"Outside",2006,12,0.0149878132673164
"Outside",2007,12,0.0148904419914077
"Outside",2008,12,0.0163083061811857
"Outside",2009,12,0.03081279954349
"Outside",2010,12,0.0258736880527561
"Outside",2011,12,0.0263872768717643
"Outside",2012,12,0.0159371440804449
"Outside",2013,12,0.0165840271401025
"Outside",2014,12,0.0112853274025388
"Outside",2015,12,0.0151698179350761
"Outside",2016,12,0.009608147788651
"Outside",2017,12,0.0163508341468241
"Outside",2018,12,0.00611896061308827
"Outside",2019,12,0.0166723394345566
"Outside",2020,12,0.00469825231468819
"Outside",2021,12,0.01379989181836
"Outside",2022,12,0.029314847765237
"Outside",2023,12,0.0188369417533186
"Core",2001,13,0.0278990456054998
"Core",2002,13,0.0136983312402112
"Core",2003,13,0.0145119694448963
"Core",2004,13,0.0153915021542755
"Core",2005,13,0.0188139850383474
"Core",2006,13,0.00735011195610347
"Core",2007,13,0.0129472773964113
"Core",2008,13,0.0162055000282325
"Core",2009,13,0.0190425284799541
"Core",2010,13,0.0104525893660765
"Core",2011,13,0.0213434148711042
"Core",2012,13,0.0250974528755321
"Core",2013,13,0.0275422821102629
"Core",2014,13,0.0088868503649186
"Core",2015,13,0.0272027895593108
"Core",2016,13,0.0220871159124274
"Core",2017,13,0.025304629393111
"Core",2018,13,0.0115148428352978
"Core",2019,13,0.0118081944837296
"Core",2020,13,0.0171929658064231
"Core",2021,13,0.0281969590355731
"Core",2022,13,0.0373198023758703
"Core",2023,13,0.0468663965865458
"Buffer",2001,13,0.014862314411611
"Buffer",2002,13,0.011550810624465
"Buffer",2003,13,0.0167354841779454
"Buffer",2004,13,0.0217159695316085
"Buffer",2005,13,0.0308662923579669
"Buffer",2006,13,0.0378491680742959
"Buffer",2007,13,0.0177972617743608
"Buffer",2008,13,0.0108590077059424
"Buffer",2009,13,0.0112790544528035
"Buffer",2010,13,0.0193860015242166
"Buffer",2011,13,0.0139289470376019
"Buffer",2012,13,0.00911382438451571
"Buffer",2013,13,0.022427323739753
"Buffer",2014,13,0.0116266483689574
"Buffer",2015,13,0.023391794853931
"Buffer",2016,13,0.00598771352932469
"Buffer",2017,13,0.0125036756518583
"Buffer",2018,13,0.00183933068842579
"Buffer",2019,13,0.0104360077835645
"Buffer",2020,13,0.0452204650085507
"Buffer",2021,13,0.00718547348254824
"Buffer",2022,13,0.0538384316556436
"Buffer",2023,13,0.027192363162204
"Outside",2001,13,0.0246047780001654
"Outside",2002,13,0.0214343462983152
"Outside",2003,13,0.0201802125186216
"Outside",2004,13,0.0163938706624701
"Outside",2005,13,0.0096656069794169
"Outside",2006,13,0.0180431605925679
"Outside",2007,13,0.0163794928000513
"Outside",2008,13,0.0123084004615561
"Outside",2009,13,0.00558839815182059
"Outside",2010,13,0.0185777020149462
"Outside",2011,13,0.0343065263660906
"Outside",2012,13,0.0204908476214626
"Outside",2013,13,0.0177596447605756
"Outside",2014,13,0.0246177534392832
"Outside",2015,13,0.0153169499074084
"Outside",2016,13,0.0200097467055587
"Outside",2017,13,0.027209811588926
"Outside",2018,13,0.0285950384080053
"Outside",2019,13,0.020937067743639
"Outside",2020,13,0.0044589459260233
"Outside",2021,13,0.0193598391762967
"Outside",2022,13,0.0494545820435803
"Outside",2023,13,0.0101472762162815
"Core",2001,14,0.0287963137059766
"Core",2002,14,0.0381712861716613
"Core",2003,14,0.0392950530978322
"Core",2004,14,0.0148970346446896
"Core",2005,14,0.019143268873958
"Core",2006,14,0.0196040829142885
"Core",2007,14,0.00819824253428977
"Core",2008,14,0.0160321052632813
"Core",2009,14,0.0337095607742562
"Core",2010,14,0.0176331220398507
"Core",2011,14,0.0149656757406011
"Core",2012,14,0.0248890083088816
"Core",2013,14,0.0240323761423976
"Core",2014,14,0.0246521603166389
"Core",2015,14,0.0366234369839294
"Core",2016,14,0.0399858990701965
"Core",2017,14,0.0432811750203936
"Core",2018,14,0.00926645839642874
"Core",2019,14,0.0224045120415254
"Core",2020,14,0.0254270271655502
"Core",2021,14,0.0485810506356686
"Core",2022,14,0.0274971124311867
"Core",2023,14,0.0426699506458136
"Buffer",2001,14,0.0277886972896133
"Buffer",2002,14,0.018984368609112
"Buffer",2003,14,0.0159560602757029
"Buffer",2004,14,0.010506919508243
"Buffer",2005,14,0.0200571713561251
"Buffer",2006,14,0.0122205188501124
"Buffer",2007,14,0.00369960616502332
"Buffer",2008,14,0.0160782879607726
"Buffer",2009,14,0.0234353109677407
"Buffer",2010,14,0.0126695575989767
"Buffer",2011,14,0.0141959803804245
"Buffer",2012,14,0.0300642365987615
"Buffer",2013,14,0.0248998524863273
"Buffer",2014,14,0.00991331059261496
"Buffer",2015,14,0.0144848605737368
"Buffer",2016,14,0.0103066285882852
"Buffer",2017,14,0.0194677501009749
"Buffer",2018,14,0.0108481037934959
"Buffer",2019,14,0.00603897605389551
"Buffer",2020,14,0.0259697734233571
