"draw_id","Zone","n_increase","n_decrease","mean_inc_mag","mean_dec_mag"
17,"Outside",212,397,0.14021863502267,0.291915651557782
18,"Core",216,385,0.153463410789722,0.318740179931321
18,"Buffer",217,391,0.158494963980239,0.316501105438244
18,"Outside",235,375,0.129590055480626,0.30658127939574
19,"Core",201,398,0.16710546056051,0.321799287701538
19,"Buffer",216,394,0.159868421428191,0.318101500751711
19,"Outside",235,372,0.132245907287497,0.319746799281952
20,"Core",231,368,0.140986709059175,0.316010916807724
20,"Buffer",210,397,0.14791968047536,0.320311591750939
20,"Outside",245,365,0.141462716957234,0.286211309620248
21,"Core",228,372,0.146309335425395,0.331061356769494
21,"Buffer",214,394,0.144346512208386,0.302858384278209
21,"Outside",229,380,0.157220114780685,0.306369934826729
22,"Core",212,391,0.148673023781437,0.317331604895302
22,"Buffer",209,398,0.140646824681648,0.321401556839138
22,"Outside",228,382,0.148030391384325,0.312667126323047
23,"Core",222,378,0.146491424231999,0.296130752881962
23,"Buffer",206,401,0.157919773721118,0.30340087482391
23,"Outside",207,403,0.163657829078362,0.306011514065613
24,"Core",223,379,0.148216722751724,0.311079480831525
24,"Buffer",206,403,0.14699529645512,0.304219511071071
24,"Outside",225,385,0.128630869123375,0.279935526198257
25,"Core",208,392,0.146406663070454,0.314390663346676
25,"Buffer",213,394,0.154189819067286,0.32831573496303
25,"Outside",221,388,0.146526686689376,0.289275269725235
26,"Core",210,392,0.136268485090894,0.31324723502821
26,"Buffer",201,408,0.146593545920857,0.302954193018518
26,"Outside",223,387,0.139154667628373,0.309363741495707
27,"Core",241,362,0.135649254596643,0.32440848478635
27,"Buffer",200,409,0.154475289516931,0.321147201324955
27,"Outside",222,388,0.130583204498715,0.30911408342424
28,"Core",231,371,0.145845163651975,0.321725600939576
28,"Buffer",209,400,0.170775809341661,0.315500050138835
28,"Outside",226,382,0.129485356725963,0.30415038741386
29,"Core",228,372,0.151908371411228,0.319212475559474
29,"Buffer",223,385,0.136019177183695,0.3348834431738
29,"Outside",208,402,0.152208239451186,0.293653616460155
30,"Core",210,392,0.142025699284063,0.301550734313448
30,"Buffer",207,403,0.148860228846346,0.308676546364269
30,"Outside",233,376,0.152117284866768,0.31403369485673
31,"Core",232,371,0.150327720827189,0.323267958038306
31,"Buffer",216,392,0.153907922506759,0.299241760074697
31,"Outside",240,369,0.151997251811684,0.282834823629049
32,"Core",214,386,0.157610208599553,0.325030476255081
32,"Buffer",195,413,0.13911686709285,0.325772228222018
32,"Outside",229,381,0.14665303855178,0.300005308734629
33,"Core",225,377,0.150727838908694,0.320527905338028
33,"Buffer",208,400,0.13722866072482,0.303363252353841
33,"Outside",204,405,0.133897857503179,0.301367170491214
34,"Core",230,371,0.170984633034245,0.322063681515954
34,"Buffer",209,398,0.156204633354365,0.308781985931138
34,"Outside",233,377,0.151648285021499,0.308729431325895
35,"Core",217,384,0.146867614301546,0.325967371220808
35,"Buffer",218,392,0.146184199341219,0.315708775297415
35,"Outside",228,382,0.139899104246142,0.30074102454945
36,"Core",233,367,0.168459501250488,0.320687688312897
36,"Buffer",191,417,0.157532389167356,0.315303503541828
36,"Outside",218,392,0.163949481459462,0.28347839317359
37,"Core",209,390,0.146472958231993,0.304378377131699
37,"Buffer",217,391,0.147395783716063,0.307001895451632
37,"Outside",205,405,0.155585846686935,0.302879891543896
38,"Core",217,382,0.179631266904667,0.332591254413625
38,"Buffer",211,397,0.17911770390864,0.316334605595674
38,"Outside",207,403,0.146100752872327,0.310032446138707
39,"Core",230,373,0.146542361011887,0.296365786258095
39,"Buffer",203,406,0.161058192413851,0.295478638787456
39,"Outside",220,389,0.149937097380774,0.322971929849526
40,"Core",221,380,0.147288462394071,0.305009517300341
40,"Buffer",216,392,0.165433775548137,0.356130437110461
40,"Outside",211,399,0.138207854750043,0.299607091123223
41,"Core",227,372,0.165178490652922,0.311007175417816
41,"Buffer",233,376,0.131101516118712,0.320420045342324
41,"Outside",206,403,0.145131922758271,0.306441985187637
42,"Core",223,376,0.154951279047215,0.315250805543993
42,"Buffer",213,396,0.140817763263513,0.304661516953497
42,"Outside",224,386,0.154071995696757,0.30140117117336
43,"Core",225,375,0.17436939833946,0.296535424278057
43,"Buffer",201,406,0.141328462921603,0.311691363463848
43,"Outside",225,385,0.156946074567765,0.311828256797003
44,"Core",216,385,0.161117366311396,0.335482230834081
44,"Buffer",203,405,0.149902507539919,0.311817017229006
44,"Outside",227,382,0.143717420374416,0.31699668905182
45,"Core",225,379,0.153108057043398,0.33415941012537
45,"Buffer",200,409,0.151843161460397,0.300488152709874
45,"Outside",227,381,0.136637155160038,0.299170216082105
46,"Core",227,375,0.131879471800842,0.333031585228373
46,"Buffer",212,396,0.153800743760302,0.312397348392296
46,"Outside",200,410,0.15707046401372,0.296625399414843
47,"Core",214,383,0.145642735187377,0.333763264527371
47,"Buffer",211,397,0.148144905625518,0.318143451597528
47,"Outside",212,396,0.162691283472455,0.308934443805261
48,"Core",221,382,0.148031935820623,0.316257743301535
48,"Buffer",220,387,0.14313874496447,0.315782958804716
