"Rarity","Zone","growth_median","growth_low","growth_high"
"Rare","Core",6.28040323746422,-0.292434990366158,12.7274268551646
"Rare","Buffer",5.38536975045412,1.68816255554913,9.73139671295209
"Rare","Outside",3.88125036757028,1.06512828780665,7.31528417588499
"Common","Core",-0.87268384370851,-1.52337241682148,-0.186723498072716
"Common","Buffer",-2.16923737363081,-2.66416266269373,-1.67332396982884
"Common","Outside",-1.26915808546211,-1.81758713099686,-0.627373034780963
