"Guild","Zone","Year","n_species","comp_median","comp_low","comp_high"
"Honey Bees","Core",2006,1,0.00766011048259888,0.000678100317722047,0.0313476561562181
"Honey Bees","Core",2007,1,0.0110004644181726,0.001516519295968,0.0412257174494286
"Honey Bees","Core",2008,1,0.0101570275271084,0.00112465746645455,0.0350645258421679
"Honey Bees","Core",2009,1,0.0112212967442407,0.00185327272264573,0.0345384116286549
"Honey Bees","Core",2010,1,0.0130189651992715,0.00326016569227998,0.0334066454374687
"Honey Bees","Core",2011,1,0.0132438500028721,0.00495628483380888,0.0269621528168019
"Honey Bees","Core",2012,1,0.00977901487210298,0.0025449947609196,0.0232609953034626
"Honey Bees","Core",2013,1,0.0164222876606518,0.00714368520044885,0.0314219413078734
"Honey Bees","Core",2014,1,0.0161756821060503,0.0072083792206842,0.0275601761515437
"Honey Bees","Core",2015,1,0.0117245110009018,0.00489337989190248,0.024339090120305
"Honey Bees","Core",2016,1,0.0134136722703291,0.00583265999741071,0.0247238778915407
"Honey Bees","Core",2017,1,0.0258045960398543,0.0137473281867045,0.0422331004720856
"Honey Bees","Core",2018,1,0.0275824126500498,0.0141858304331829,0.0451723163198806
"Honey Bees","Core",2019,1,0.0471968177202711,0.0250827874123484,0.0761727371466022
"Honey Bees","Core",2020,1,0.0356598964649403,0.0193398160331201,0.0572252146272598
"Honey Bees","Core",2021,1,0.0358244707956971,0.018278838461754,0.0629889948936257
"Honey Bees","Core",2022,1,0.0371592959964015,0.0172645655946711,0.0703359383248326
"Honey Bees","Core",2023,1,0.0511922719479509,0.0221013876572512,0.0989479446016096
"Honey Bees","Buffer",2000,1,0.00547086931660393,5.19887598185176e-05,0.0363407358457143
"Honey Bees","Buffer",2001,1,0.00473876960235981,0.000155917608036331,0.0318369162035267
"Honey Bees","Buffer",2002,1,0.00562475095011752,0.000167641325308947,0.0307087652050272
"Honey Bees","Buffer",2003,1,0.00585917238952268,0.000379560101107267,0.0263161033211211
"Honey Bees","Buffer",2004,1,0.00790070452107439,0.000611557685156839,0.0278600841036695
"Honey Bees","Buffer",2005,1,0.00929678936500399,0.00104826582292317,0.0345065216417291
"Honey Bees","Buffer",2006,1,0.0132157828974104,0.00227866623012056,0.0416942643424118
"Honey Bees","Buffer",2007,1,0.0201880140989962,0.00555385299012427,0.0526611737227982
"Honey Bees","Buffer",2008,1,0.0216197156699835,0.00581326526775168,0.0556887664458698
"Honey Bees","Buffer",2009,1,0.022014344417184,0.00616760768998244,0.0531141639069847
"Honey Bees","Buffer",2010,1,0.0260772186662303,0.011742597112913,0.0492621676084529
"Honey Bees","Buffer",2011,1,0.0315941265375483,0.0189922920416636,0.0487302598106948
"Honey Bees","Buffer",2012,1,0.0379289415682841,0.0245240214168464,0.0569587857471972
"Honey Bees","Buffer",2013,1,0.0351215809430528,0.0224686575977285,0.0516076193072493
"Honey Bees","Buffer",2014,1,0.0498808539416484,0.0338512799925609,0.0694010630445851
"Honey Bees","Buffer",2015,1,0.0462425442123265,0.0324805159394095,0.0637599923832881
"Honey Bees","Buffer",2016,1,0.0407614427164425,0.029679929776538,0.0551150484984431
"Honey Bees","Buffer",2017,1,0.0488704526188774,0.0339128744503258,0.0675837055818091
"Honey Bees","Buffer",2018,1,0.0640814447494254,0.0471163384299077,0.0872555211381702
"Honey Bees","Buffer",2019,1,0.0849472487187455,0.0639942952100614,0.112672059391264
"Honey Bees","Buffer",2020,1,0.0669332596132562,0.049677148373214,0.0881457322767628
"Honey Bees","Buffer",2021,1,0.0696320054080524,0.0487717381399846,0.0956182340503099
"Honey Bees","Buffer",2022,1,0.0808046194748784,0.0542963456559391,0.115346935376786
"Honey Bees","Buffer",2023,1,0.17744684871387,0.124486671815175,0.244356565302598
"Honey Bees","Outside",2000,1,0.00490063976918224,4.86097842502747e-05,0.037185613574829
"Honey Bees","Outside",2001,1,0.00453268054459017,6.12852254549531e-05,0.033454690424633
"Honey Bees","Outside",2002,1,0.00531579280846217,0.000182338348953664,0.0300210490437297
"Honey Bees","Outside",2003,1,0.0063177323753751,0.000451673694096175,0.0321577766528247
"Honey Bees","Outside",2004,1,0.00806081478009116,0.000539707829131725,0.0340044042136501
"Honey Bees","Outside",2005,1,0.00932366269727734,0.000926198717425788,0.0370460384774011
"Honey Bees","Outside",2006,1,0.0130430205259164,0.00210221383259849,0.0416110298029216
"Honey Bees","Outside",2007,1,0.0200002744641797,0.004407189296158,0.0545813234981414
"Honey Bees","Outside",2008,1,0.0325037400706451,0.00976081255795801,0.0705960968987173
"Honey Bees","Outside",2009,1,0.0535043336201621,0.0204590300889241,0.111010824828053
"Honey Bees","Outside",2010,1,0.0735762166937188,0.0450503382554139,0.107642041621975
"Honey Bees","Outside",2011,1,0.0709408383616974,0.0501320956467707,0.0986619961558013
"Honey Bees","Outside",2012,1,0.0671210555051459,0.0488545852207637,0.0890771975418406
"Honey Bees","Outside",2013,1,0.0730062671229777,0.0558618879017012,0.0948161728838473
"Honey Bees","Outside",2014,1,0.0987316611740504,0.0765878535599327,0.125847465302647
"Honey Bees","Outside",2015,1,0.0725338983701258,0.0534083968432422,0.0944607479465982
"Honey Bees","Outside",2016,1,0.0529760499374534,0.0384033073141378,0.0705537490197992
"Honey Bees","Outside",2017,1,0.0562129540699989,0.04149447413258,0.0751301137183011
"Honey Bees","Outside",2018,1,0.0400103028319913,0.0273603448865894,0.0555768497949173
"Honey Bees","Outside",2019,1,0.0437428896062081,0.0303479887341775,0.0621947116648114
"Honey Bees","Outside",2020,1,0.068349890855498,0.0519006909160739,0.0885949138933271
"Honey Bees","Outside",2021,1,0.103653714634154,0.0812983164858157,0.132278216330497
"Honey Bees","Outside",2022,1,0.126152051521843,0.0963497989713928,0.160574990434698
"Honey Bees","Outside",2023,1,0.155829253102311,0.114348957630371,0.209016915991949
"Hoverflies","Core",2000,3,0.00349918521635922,8.73125197500345e-05,0.0243540472070796
"Hoverflies","Core",2001,3,0.00397981314515827,0.00022547330175282,0.0238398402197545
"Hoverflies","Core",2002,3,0.00498414365980542,0.000378155873425657,0.0211602524930243
"Hoverflies","Core",2003,3,0.00594775767173533,0.000607946389709014,0.0238226522864423
"Hoverflies","Core",2004,3,0.00639985842266766,0.000716977848818772,0.0265793145150601
"Hoverflies","Core",2005,3,0.00753480095853963,0.000891539120045471,0.029470673147593
"Hoverflies","Core",2006,3,0.00944747297855963,0.00126594345109315,0.0329769395673736
"Hoverflies","Core",2007,3,0.0099612355782365,0.00145679157922658,0.0329464103784373
"Hoverflies","Core",2008,3,0.0116385342359021,0.00240041986623477,0.0349762073479255
"Hoverflies","Core",2009,3,0.0132731103494492,0.00355621114766912,0.0318193367680572
"Hoverflies","Core",2010,3,0.0169302053060741,0.00602058658282834,0.0351940093822719
"Hoverflies","Core",2011,3,0.0187141016635429,0.00777040063445108,0.0359505792292313
"Hoverflies","Core",2012,3,0.0243758305835074,0.0102609477426802,0.0460619068918644
"Hoverflies","Core",2013,3,0.0252703609675717,0.0106492232767554,0.0468216979455917
"Hoverflies","Core",2014,3,0.0174376254323175,0.00718969952145728,0.0331090272448741
"Hoverflies","Core",2015,3,0.014461740177673,0.00604127858215457,0.0268979134777852
"Hoverflies","Core",2016,3,0.00991944746541177,0.0035147148563335,0.0198486100437639
"Hoverflies","Core",2017,3,0.00879186159889787,0.00281097033009608,0.0196763548509323
"Hoverflies","Core",2018,3,0.0114663855879054,0.00452056746114723,0.0234447866744478
"Hoverflies","Core",2019,3,0.0169953054475303,0.00742588634991672,0.0336414572761062
"Hoverflies","Core",2020,3,0.019897587318488,0.00865164751071553,0.0375626025897195
"Hoverflies","Core",2021,3,0.017404800056058,0.00620859502375702,0.035016124390171
"Hoverflies","Core",2022,3,0.0222286406332546,0.0085979087971777,0.0480601394463909
"Hoverflies","Core",2023,3,0.0246654129469123,0.00805028048321657,0.0563402307483954
"Hoverflies","Buffer",2000,3,0.00397378937582915,0.0002594446130773,0.025731276071692
"Hoverflies","Buffer",2001,3,0.00482977353371917,0.000361832243928246,0.0249910994617754
"Hoverflies","Buffer",2002,3,0.00421997942254106,0.000264417613727745,0.0217977629252737
"Hoverflies","Buffer",2003,3,0.00420668309748768,0.000258750493580179,0.019561113257235
"Hoverflies","Buffer",2004,3,0.00451507829867302,0.000312018006143261,0.0192839460945793
"Hoverflies","Buffer",2005,3,0.00442926214796229,0.000370512442556043,0.0203074791276933
"Hoverflies","Buffer",2006,3,0.00565629288760103,0.000516334012899727,0.021283765561692
"Hoverflies","Buffer",2007,3,0.00683319940931269,0.000870427360489493,0.0226824920536305
"Hoverflies","Buffer",2008,3,0.00945347489112707,0.00189983046844082,0.0275233229895977
"Hoverflies","Buffer",2009,3,0.01397361481633,0.00423713774669294,0.0310940594203973
"Hoverflies","Buffer",2010,3,0.0250243165685451,0.0131368251738675,0.0421876259940733
"Hoverflies","Buffer",2011,3,0.0406922719043248,0.0246089440013548,0.0627132423658566
"Hoverflies","Buffer",2012,3,0.0304019738440416,0.0175581186128866,0.0477736598207244
"Hoverflies","Buffer",2013,3,0.0262699909377124,0.0152295264391397,0.040912867216262
"Hoverflies","Buffer",2014,3,0.0154504247919029,0.00870279017691541,0.0259448351815402
"Hoverflies","Buffer",2015,3,0.0145229487199325,0.00737097581957643,0.0246958345475817
"Hoverflies","Buffer",2016,3,0.0169981433973665,0.00915966098666175,0.0288642999843988
"Hoverflies","Buffer",2017,3,0.0155146857476794,0.00770523718265819,0.027748486005256
"Hoverflies","Buffer",2018,3,0.0332517878096201,0.0195870121533974,0.0491357488424475
"Hoverflies","Buffer",2019,3,0.0581484979667857,0.0356556660224258,0.0860622980106169
"Hoverflies","Buffer",2020,3,0.0491769923056257,0.0325742303016804,0.0714803285598985
"Hoverflies","Buffer",2021,3,0.0395821037367627,0.0233923214754552,0.0602166716163466
"Hoverflies","Buffer",2022,3,0.0538710068468086,0.0296593792111541,0.0840925665521519
"Hoverflies","Buffer",2023,3,0.0650031138882543,0.0349308237071131,0.107795476695412
"Hoverflies","Outside",2000,3,0.00513634623359717,0.000432248627563053,0.0230632979373932
"Hoverflies","Outside",2001,3,0.00591551782587255,0.000609963802047656,0.0209904837828839
"Hoverflies","Outside",2002,3,0.00649159774541748,0.00104039985567157,0.0211803598662865
"Hoverflies","Outside",2003,3,0.00678696580291662,0.000948575116348246,0.0198485330040123
"Hoverflies","Outside",2004,3,0.00726441961933614,0.00153046232222539,0.0209364668402811
"Hoverflies","Outside",2005,3,0.00742662036075014,0.00180233483787187,0.0207499366752165
"Hoverflies","Outside",2006,3,0.00846330504449944,0.00208539328744434,0.0209895242278404
"Hoverflies","Outside",2007,3,0.00945506223421585,0.00311359885865658,0.0214309934996703
"Hoverflies","Outside",2008,3,0.0109200255945239,0.00376909758120691,0.0240114154508418
"Hoverflies","Outside",2009,3,0.0145363575511691,0.0059922231392684,0.0281675637477097
"Hoverflies","Outside",2010,3,0.0195570600891553,0.0100719734955095,0.0332915083370817
"Hoverflies","Outside",2011,3,0.0259086072711429,0.0140648299020602,0.0413885729683176
"Hoverflies","Outside",2012,3,0.0273380971496627,0.015620331877349,0.0422259428211879
"Hoverflies","Outside",2013,3,0.0309163315757606,0.0186383079796609,0.0464002047124106
"Hoverflies","Outside",2014,3,0.0279873782275209,0.0163101993572515,0.0418452384874142
"Hoverflies","Outside",2015,3,0.0304891770470376,0.0183292926287895,0.0451225780362974
"Hoverflies","Outside",2016,3,0.0279610954043676,0.0163149951081019,0.0432133678464507
"Hoverflies","Outside",2017,3,0.0259441303529267,0.0155605601429712,0.0394558174976232
"Hoverflies","Outside",2018,3,0.0287356176388252,0.0178873607517726,0.0433094066630541
"Hoverflies","Outside",2019,3,0.0345038103956345,0.0217844483588007,0.0520429350730736
"Hoverflies","Outside",2020,3,0.0357192912527693,0.0235606011548419,0.0514874156001932
"Hoverflies","Outside",2021,3,0.0483458219793395,0.0306690087261392,0.0713895026899287
"Hoverflies","Outside",2022,3,0.0536712512673651,0.0343596899049544,0.0795416016114179
"Hoverflies","Outside",2023,3,0.0601853049242321,0.0335507417874407,0.0923738595265915
"Moths","Core",2000,56,0.0307857052937562,0.0167170507560662,0.0540517904323642
"Moths","Core",2001,56,0.0287783821952572,0.0162245864203349,0.0480223409654822
"Moths","Core",2002,56,0.0254536145489814,0.0141573411416975,0.0443417072088447
"Moths","Core",2003,56,0.0275721080489365,0.0156171332776986,0.0469816492384568
"Moths","Core",2004,56,0.0284536813422557,0.0155599661189923,0.0463254412628692
"Moths","Core",2005,56,0.0296764899719864,0.0173009418698012,0.0508303137197372
"Moths","Core",2006,56,0.0252987145983494,0.0143226759301901,0.0433275607712643
