"Zone","growth_median","growth_hdi_low","growth_hdi_high","n"
"Core",-0.149985113597118,-1.52803178386811,1.39819541538027,999
"Buffer",-0.991447664725109,-1.83316748141179,-0.0113941514933824,999
"Outside",-0.395895452073713,-1.1982535499471,0.431580689683875,999
