"Zone","growth_median","growth_low","growth_high"
"Core",0.118855148418606,-1.56892495073854,1.92448394730402
"Buffer",-0.641321547533791,-1.59518331212427,0.454586525443819
"Outside",-0.510692658893985,-1.4217382181683,0.458360167636857
