"Zone","growth_median","growth_low","growth_high"
"Core",-0.149985113597118,-1.48349564375417,1.46440134462075
"Buffer",-0.991447664725109,-1.77832988689582,0.0512548822337985
"Outside",-0.395895452073713,-1.1463536371354,0.520578535012809
