"Zone","growth_median","growth_hdi_low","growth_hdi_high","n"
"Core",0.118855148418606,-1.5737272611992,1.88125026456742,999
"Buffer",-0.641321547533791,-1.64358129461241,0.395131414971317,999
"Outside",-0.510692658893985,-1.36051990883381,0.526112405441848,999
