"Zone","abs_median","abs_hdi_low","abs_hdi_high","n.x","pct_median","pct_hdi_low","pct_hdi_high","n.y"
"Core",-0.00439987842736667,-0.0468259851927575,0.040214374265022,999,-3.39333698987519,-30.4674777838423,36.4510068317265,999
"Buffer",-0.0394299987547303,-0.0765531354596788,0.000485597488029121,999,-20.4807379924718,-34.6583800613338,-0.261737284655276,999
"Outside",-0.0156066929887572,-0.0502087094574361,0.0154495718297967,999,-8.71983513597515,-24.2144700804567,10.4121473078454,999
